project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,latitude,longitude,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,geometry,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean
BLM - BLM_1351,BLM - BLM_1351-WS-2,OR,UPPER ELK CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,188179.7742205655,TRUE,40351.678536681946,"Eugene, OR Urbanized Area",16368.893742415852,"Cottage Grove, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24529002,2.59,0,2.59,0,2.59,0,1.12,0,1.12,0,1.12,0,0,0,2.4,0.22,0.08,0,0,0.44,35.53,6.7,10.14,15.19,28.35,0,0.14,0.81,0,0,0,2.4,0.22,0.08,0,0,0.44,35.53,6.7,10.14,15.19,28.35,0,0.14,0.81,0,0,0,2.4,0.22,0.08,0,0,0.44,35.53,6.7,10.14,15.19,28.35,0,0.14,0.81,0,0.02235989,7.341,1258.56,1258.56,1258.56,36.55,36.55,36.55,8.04,0.51,4.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2655124,0,0,1.96,0,0,0.02,0,0,0,0,0,0,0,0,1.98,0,0,1.96,0,0,0.02,0,0,0,0,0,0,0,0,1.98,0,0,1.96,0,0,0.02,0,0,0,0,0,0,0,0,1.98,14.57,0.002725,22.08,254.41,117.1,608.95,7.34,14.57,22.08,254.41,117.1,608.95,0.02,7.341,14.57,22.08,254.41,117.1,608.95,0.002725,7.34,5,5,5,1.21,0.5,0.5,0.5,43.62949,-123.16387,43,43,43,43,43,43,43,1.34,NA,Steelhead,Spawning and rearing,1.34,689,17100303011824,460,2.15519691,4.45,5,5,Y,Y,171003030302,Upper Elk Creek,S,NM,171003030307,1.70495e-4,4.54619e-4,0.00125338,0.00960667,0.00153208,0.010667,1.14619e-4,6.77688e-4,0,3.2479e-4,0,0.27387753,0,0,0,0,0,0,0.71848159,0,0,0,0.00764088,0,0,0,0,0,0,0,0,0.49180327,0,0,0,0,0,0,0.50819673,0,0,0,0,0,0,0,0,0,0,0,0,0.56812121,0,0,0,0,0,0,0.43187879,0,0,0,0,0,0,0,0,0,0,0,"c(-123.16387, 43.62949)",2004,43,2,2,1,0,0,2,0,0,1,0,0,1,0,0,94089.88711028275,129.97555518582368,64.98777759291184
BLM - BLM_1352,BLM - BLM_1352-WS-1,OR,OLDHAM CREEK,CALAPOOYA CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,48462.91791018367,TRUE,56333.97765179836,"Eugene, OR Urbanized Area",8320.051601432087,"Sutherlin, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24528672,1.06,0,1.06,0,1.06,0,2,0,2,0,2,0,0.02,0,6.18,0.24,0,0,0,0.1,27.63,9.61,23.02,12.82,17.88,0,1.3,1.22,0,0.02,0,6.18,0.24,0,0,0,0.1,27.63,9.61,23.02,12.82,17.88,0,1.3,1.22,0,0.02,0,6.18,0.24,0,0,0,0.1,27.63,9.61,23.02,12.82,17.88,0,1.3,1.22,0,0.04222071,3.838,1193.4,1193.4,1193.4,38.3,38.3,38.3,5.04,0.36,2.33,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654961,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.61,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.61,4.52,0.010417,21.75,323.88,160.81,765.62,3.84,4.52,21.75,323.88,160.81,765.62,0.04,3.838,4.52,21.75,323.88,160.81,765.62,0.010417,3.84,6,6,6,1.12,0.85,0.85,0.85,43.49029,-123.21792,21,21,21,21,21,21,21,1242.27,NA,Steelhead,Spawning and rearing,0.49,292,17100303000996,460,2.72612405,14.34,3,4,Y,Y,171003030104,Oldham Creek,S,NM,171003030105,1.03128e-4,2.7614e-4,0.0010737,0.00711208,0.00130106,0.0083264,1.16324e-4,8.56251e-4,0,3.01036e-4,0,0.00333368,0,0,0,0,0,0,0.99666632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-123.21792, 43.49029)",2004,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,48462.91791018367,0,0
BLM - BLM_1353,BLM - BLM_1353-WS-1,OR,MIDDLE CALAPOOYA CREEK,CALAPOOYA CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,104028.95969235488,TRUE,62202.071181296196,"Eugene, OR Urbanized Area",9643.141456681953,"Sutherlin, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24527640,5.39,0,3.12,0,3.12,0,1.13,0,1.07,0,1.07,0,0,0,1.34,0.01,0,0,0,0.88,40.36,1.6,23.33,28.09,3.27,0,0.43,0.68,0,0,0,2.48,0.03,0,0,0,1.63,40.47,2.48,17.03,29.19,5.87,0,0.54,0.28,0,0,0,1.34,0.01,0,0,0,0.88,40.36,1.6,23.33,28.09,3.27,0,0.43,0.68,0,0.01493012,5.0169999999999995,1092.6,1120.32,1120.32,38.77,38.47,38.47,5.83,0.4,2.95,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654445,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,3.21,6.52,0.005976,30.05,318.27,202.56,456.34,5.02,3.52,29.09,296.96,202.56,418.36,0.01,3.077,6.52,30.05,318.27,202.56,456.34,0.005976,5.02,6,7,7,1.04,0.87,0.77,0.77,43.43086,-123.16036,43,43,43,43,43,43,43,0.07,Long Valley Creek,Steelhead,Spawning and rearing,0.07,296,17100303000488,460,1.01861787,1.8,7,5,N,Y,171003030103,Gassy Creek-Calapooya Creek,S,NM,171003030105,7.70647e-5,2.03929e-4,9.81193e-4,0.00611061,0.00116186,0.00711185,1.12367e-4,8.79447e-4,0,2.58534e-4,0,0.10096928,0,0,0,0,0,0,0.89903072,0,0,0,0,0,0,0,0,0,0,0,0,0.13667509,0,0,0,0,0,0,0.86332491,0,0,0,0,0,0,0,0,0,0,0,0,0.21585821,0,0,0,0,0,0,0.78414179,0,0,0,0,0,0,0,0,0,0,0,"c(-123.16036, 43.43086)",2004,43,1,1,1,0,0,1,0,0,1,0,0,1,0,0,104028.95969235488,0,0
BLM - BLM_1356,BLM - BLM_1356-WS-1,OR,HEADWATERS SMITH RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,411345.0839300249,TRUE,32941.66522060347,"Eugene, OR Urbanized Area",26354.32485909815,"Veneta, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24527950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0.03833086,3.523,1354.56,1354.56,1354.56,35.75,35.75,35.75,4.71,0.34,2.08,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654600,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,3.82,0.011364,41.46,324.43,211.11,483.83,3.52,3.82,41.46,324.43,211.11,483.83,0.04,3.523,3.82,41.46,324.43,211.11,483.83,0.011364,3.52,5,5,5,1.16,0.92,0.92,0.92,43.80262,-123.43634,21,21,21,21,21,21,21,22.31,Elk Creek,Coho salmon,Spawning and rearing,0.85,170,17100303007991,460,1.48639178,2.89,7,5,N,Y,171003030601,Headwaters Smith River,S,NM,171003030602,2.12342e-4,5.8557e-4,0.00130928,0.0112876,0.00162283,0.0122956,9.74384e-5,4.34628e-4,0,4.2339e-4,0,0.45079177,0,0,0,0,0,0,0.30707587,0.24213235,0,0,0,0,0,0,0,0,0,0,0,0.71522827,0,0,0,0,0,0,0.24260691,0.04216482,0,0,0,0,0,0,0,0,0,0,0,0.99712248,0,0,0,0,0,0,0.00287752,0,0,0,0,0,0,0,0,0,0,0,"c(-123.43634, 43.80262)",2004,21,4,4,1,0,0,4,0,0,1,0,0,1,0,0,102836.27098250622,1400.9231279550793,666.0996103832349
BLM - BLM_1356,BLM - BLM_1356-WS-2,OR,HEADWATERS SMITH RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,411345.0839300249,TRUE,32522.06305844537,"Eugene, OR Urbanized Area",25844.338285822403,"Veneta, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24527950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0.03833086,3.523,1354.56,1354.56,1354.56,35.75,35.75,35.75,4.71,0.34,2.08,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654600,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,3.82,0.011364,41.46,324.43,211.11,483.83,3.52,3.82,41.46,324.43,211.11,483.83,0.04,3.523,3.82,41.46,324.43,211.11,483.83,0.011364,3.52,5,5,5,1.16,0.92,0.92,0.92,43.80723,-123.43562,21,21,21,21,21,21,21,0.16,Elk Creek,Coho salmon,Spawning and rearing,0.16,63,17100303000641,460,3.11662555,1.88,7,5,N,Y,171003030601,Headwaters Smith River,S,NM,171003030602,2.15182e-4,5.92611e-4,0.00130928,0.0112876,0.00163034,0.0124054,9.74384e-5,4.34628e-4,0,4.2339e-4,0,0.48029353,0,0,0,0,0,0,0.24053862,0.27916784,0,0,0,0,0,0,0,0,0,0,0,0.58884696,0,0,0,0,0,0,0.17675701,0.23439603,0,0,0,0,0,0,0,0,0,0,0,0.8155337,0,0,0,0,0,0,0.05242861,0.13203769,0,0,0,0,0,0,0,0,0,0,"c(-123.43562, 43.80723)",2004,21,4,4,1,0,0,4,0,0,1,0,0,1,0,0,102836.27098250622,1400.9231279550793,666.0996103832349
BLM - BLM_1356,BLM - BLM_1356-WS-3,OR,HEADWATERS SMITH RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,411345.0839300249,TRUE,33783.933736935796,"Eugene, OR Urbanized Area",27125.422819819752,"Veneta, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24527950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0.03833086,3.523,1354.56,1354.56,1354.56,35.75,35.75,35.75,4.71,0.34,2.08,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654600,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,3.82,0.011364,41.46,324.43,211.11,483.83,3.52,3.82,41.46,324.43,211.11,483.83,0.04,3.523,3.82,41.46,324.43,211.11,483.83,0.011364,3.52,5,5,5,1.16,0.92,0.92,0.92,43.79672,-123.44293,21,21,21,21,21,21,21,382.29,Elk Creek,Coho salmon,Spawning and rearing,2.28,133,17100303007972,460,1.48639178,8.57,7,5,N,Y,171003030601,Headwaters Smith River,S,NM,171003030602,2.08715e-4,5.7539e-4,0.00129309,0.0110645,0.00159979,0.0120655,9.80287e-5,4.47159e-4,0,4.21801e-4,0,0.45775138,0,0,0,0,0,0,0.33266402,0.20958459,0,0,0,0,0,0,0,0,0,0,0,0.58229652,0,0,0,0,0,0,0.32709569,0.09060779,0,0,0,0,0,0,0,0,0,0,0,0.71584443,0,0,0,0,0,0,0.28415557,0,0,0,0,0,0,0,0,0,0,0,"c(-123.44293, 43.79672)",2004,21,4,4,1,0,0,4,0,0,1,0,0,1,0,0,102836.27098250622,1400.9231279550793,666.0996103832349
BLM - BLM_1356,BLM - BLM_1356-WS-4,OR,HEADWATERS SMITH RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,411345.0839300249,TRUE,33732.76797101374,"Eugene, OR Urbanized Area",27242.771834516436,"Veneta, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,24527950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0,0,10.2,0,0,0,0,0,58.21,13.33,7.87,10.08,0,0,0.21,0.09,0,0.03833086,3.523,1354.56,1354.56,1354.56,35.75,35.75,35.75,4.71,0.34,2.08,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654600,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3.6,3.82,0.011364,41.46,324.43,211.11,483.83,3.52,3.82,41.46,324.43,211.11,483.83,0.04,3.523,3.82,41.46,324.43,211.11,483.83,0.011364,3.52,5,5,5,1.16,0.92,0.92,0.92,43.79487,-123.43906,21,21,21,21,21,21,21,21.68,Elk Creek,Coho salmon,Spawning and rearing,1.56,272,17100303007972,460,1.54296088,5.56,7,5,N,Y,171003030601,Headwaters Smith River,S,NM,171003030602,2.08715e-4,5.7539e-4,0.00130478,0.0111754,0.00159979,0.0120655,9.80287e-5,4.47159e-4,0,4.21801e-4,0,0.46320298,0,0,0,0,0,0,0.36232272,0.1744743,0,0,0,0,0,0,0,0,0,0,0,0.53813878,0,0,0,0,0,0,0.45164289,0.01021833,0,0,0,0,0,0,0,0,0,0,0,0.4585269,0,0,0,0,0,0,0.5414731,0,0,0,0,0,0,0,0,0,0,0,"c(-123.43906, 43.79487)",2004,21,4,4,1,0,0,4,0,0,1,0,0,1,0,0,102836.27098250622,1400.9231279550793,666.0996103832349
BLM - BLM_290,BLM - BLM_290-WS-1,OR,UNION CREEK,LOWER COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,83164.4468572063,TRUE,44261.86954170904,"Grants Pass, OR Urbanized Area",21249.605818130356,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23901135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0.11,0.02,0,0.41,0,90.51,0.06,2.14,1.21,0,0,0,0,0,0,0,7.04,1.07,0,0,8.32,0,73.77,0,1.07,8.74,0,0,0,0,0,0,0,5.54,0.11,0.02,0,0.41,0,90.51,0.06,2.14,1.21,0,0,0,0,0,0.01711564,6.807,1045.32,1043.28,1043.28,37.2,37.5,37.5,6.53,0.43,3.55,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2572862,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,2.54,8.66,0.01909,34.02,632.16,443.54,1039.98,6.81,0.42,25.59,499.72,443.54,598.84,0.02,0.735,8.66,34.02,632.16,443.54,1039.98,0.01909,6.81,2,8,8,1.02,1.75,0.79,0.79,42.90235,-123.62888,21,21,21,21,21,21,21,2876.39,North Fork Darby Creek,Steelhead,Spawning and rearing,16.04,95.46,17100302000117,460,3.01167798,4.76,7,5,N,Y,171003020902,Union Creek-Cow Creek,S,NM,171003020903,1.22202e-4,3.17847e-4,7.23772e-4,0.00377689,9.83888e-4,0.00497993,1.32321e-4,8.48463e-4,4.29832e-5,2.11293e-4,0,0.38059828,0,0,0,0,0,0,0.61940172,0,0,0,0,0,0,0,0,0,0,0,0,0.020909670000000002,0,0,0,0,0,0,0.97909033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-123.62888, 42.90235)",2002,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,83164.4468572063,0,0
BLM - BLM_291,BLM - BLM_291-WS-1,OR,UNION CREEK,LOWER COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,83164.4468572063,TRUE,44364.282417306356,"Grants Pass, OR Urbanized Area",21353.134008712008,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23902597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0.64,0.05,0,0.16,0,80.8,0,5.78,7.87,0,0,0,0,0,0,0,4.71,0.64,0.05,0,0.16,0,80.8,0,5.78,7.87,0,0,0,0,0,0,0,4.71,0.64,0.05,0,0.16,0,80.8,0,5.78,7.87,0,0,0,0,0,0.10634078,4.846,1193.64,1193.64,1193.64,36.1,36.1,36.1,7.01,0.46,3.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573590,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,10.34,0.02268,29.43,733.46,444.34,1182.01,4.85,10.34,29.43,733.46,444.34,1182.01,0.11,4.846,10.34,29.43,733.46,444.34,1182.01,0.02268,4.85,5,5,5,1.52,0.47,0.47,0.47,42.90288,-123.63035,21,21,21,21,21,21,21,2912.7,North Fork Darby Creek,Steelhead,Spawning and rearing,5.97,280.52,17100302000837,460,3.01167798,27.45,7,5,N,Y,171003020902,Union Creek-Cow Creek,S,NM,171003020903,1.22202e-4,3.17847e-4,7.23772e-4,0.00377689,9.68387e-4,0.00488323,1.32321e-4,8.48463e-4,4.29832e-5,2.11293e-4,0,0.37560971,0,0,0,0,0,0,0.62439029,0,0,0,0,0,0,0,0,0,0,0,0,0.00585352,0,0,0,0,0,0,0.99414648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-123.63035, 42.90288)",2002,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,83164.4468572063,0,0
BLM - BLM_292,BLM - BLM_292-WS-1,OR,HEADWATERS MIDDLE FORK COQUILLE RIVER,"COQUILLE S FK, LWR",SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,42275.26048574654,TRUE,60444.3992501537,"Grants Pass, OR Urbanized Area",25860.110601673176,"Roseburg, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23915891,0.13,0,0.13,0,0.13,0,0.33,0,0.33,0,0.33,0,0,0,4.49,0.05,0,0,0.03,0,85.36,3.55,0.93,3.6,1.23,0,0.76,0,0,0,0,4.49,0.05,0,0,0.03,0,85.36,3.55,0.93,3.6,1.23,0,0.76,0,0,0,0,4.49,0.05,0,0,0.03,0,85.36,3.55,0.93,3.6,1.23,0,0.76,0,0,0.08268265,3.736,1139.28,1139.28,1139.28,35,35,35,4.59,0.33,1.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2575581,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,3.92,3.57,0.02139,35.06,554.1,343.89,957.42,3.74,3.57,35.06,554.1,343.89,957.42,0.08,3.736,3.57,35.06,554.1,343.89,957.42,0.02139,3.74,4,4,4,1.1,1.05,1.05,1.05,43.02688,-123.73456,21,21,21,21,21,21,21,NA,NA,NA,NA,8.88,634.27,17100305000717,460,2.36391616,5.84,7,5,N,Y,171003050101,Headwaters Middle Fork Coquille River,S,NM,171003050104,7.82204e-5,1.56826e-4,6.92522e-4,0.00348965,9.07418e-4,0.00452191,1.44381e-4,9.1755e-4,1.96955e-5,2.05795e-4,0,0.29512853,0,0,0,0,0,0,0.70487147000000006,0,0,0,0,0,0,0,0,0,0,0,0,0.42566228,0,0,0,0,0,0,0.57433772,0,0,0,0,0,0,0,0,0,0,0,0,0.56810404,0,0,0,0,0,0,0.43189596,0,0,0,0,0,0,0,0,0,0,0,"c(-123.73456, 43.02688)",2002,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,42275.26048574654,0,0
