project_id,completed_year,latitude,longitude,basin,project_source,project_cost,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,action_fishpass_culvimp,action_fishpass_culvinst,action_fishpass_culvrem,action_fishpass_culvimp_count,action_fishpass_culvinst_count,action_fishpass_culvrem_count,n_culverts,n_culverts_fromcount,cost_per_culvert,dist_max,dist_mean
REO - R_475734712017268,1998,47.959788,-120.290888,UPPER COLUMBIA,REO,78000,1,1,1,1,1,116402.27552745277,TRUE,1,0,0,1,0,0,1,0,116402.27552745277,0,0
REO - R_477,2001,40.240276,-123.084256,KLAMATH,REO,650000,1,1,1,0,0,915183.9678655467,TRUE,1,0,0,1,0,0,1,0,915183.9678655467,0,0
REO - R_480123612407101,1998,47.970614,-124.335686,WASHINGTON COASTAL,REO,3000,1,1,1,1,1,4477.010597209723,TRUE,1,0,0,1,0,0,1,0,4477.010597209723,0,0
REO - R_48168112133372,1998,48.268784,-121.560307,PUGET SOUND,REO,32000,1,1,1,1,1,47754.77970357037,TRUE,1,0,0,1,0,0,1,0,47754.77970357037,0,0
REO - R_482455812312371,1998,48.416119,-117.21178,PEND OREILLE,REO,NA,1,1,1,1,1,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
REO - R_48522512446110,1998,48.867336,-118.7706,UPPER COLUMBIA,REO,NA,1,1,1,1,1,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
REO - R_5006,2005,43.7072801,-123.7670276,SOUTHERN OREGON COASTAL,REO,49250,1,1,1,0,0,63294.16374238901,TRUE,1,0,0,1,0,0,1,0,63294.16374238901,0,0
REO - R_5007,2005,43.69361486,-124.03093475,SOUTHERN OREGON COASTAL,REO,76750,2,2,1,4,2,98636.0825833169,TRUE,1,0,0,4,0,0,2,1,49318.04129165845,283.6060478259497,141.80302391297485
REO - R_5008,2005,43.7822509,-123.9020127,SOUTHERN OREGON COASTAL,REO,102600,1,1,1,2,2,131857.4862937891,TRUE,1,0,0,2,0,0,1,1,131857.4862937891,0,0
REO - R_5013,2005,43.6079819,-123.6210954,SOUTHERN OREGON COASTAL,REO,48000,1,1,1,1,1,61687.7128859832,TRUE,1,0,0,1,0,0,1,0,61687.7128859832,0,0
REO - R_5016,2004,42.71609115,-123.4863586,SOUTHERN OREGON COASTAL,REO,123500,1,1,1,2,2,163663.3951847876,TRUE,1,0,0,2,0,0,1,1,163663.3951847876,0,0
REO - R_5017,2004,42.78759384,-123.1601944,SOUTHERN OREGON COASTAL,REO,123500,1,1,1,2,2,163663.3951847876,TRUE,1,0,0,2,0,0,1,1,163663.3951847876,0,0
REO - R_5047,2005,43.435141779999995,-123.55191495,SOUTHERN OREGON COASTAL,REO,221354,2,2,1,0,0,284475.4582950818,TRUE,1,0,0,2,0,0,2,0,142237.7291475409,1660.0078375001226,830.0039187500613
REO - R_5048,2005,43.74534026,-123.204106,SOUTHERN OREGON COASTAL,REO,96960,1,1,1,1,1,124609.18002968606,TRUE,1,0,0,1,0,0,1,0,124609.18002968606,0,0
REO - R_5050,2005,43.14350069,-123.1257835,SOUTHERN OREGON COASTAL,REO,194597,1,1,1,1,1,250088.4138432015,TRUE,1,0,0,1,0,0,1,0,250088.4138432015,0,0
REO - R_5051,2005,42.94082815,-123.1728259,SOUTHERN OREGON COASTAL,REO,257966,1,1,1,1,1,331527.76129886543,TRUE,1,0,0,1,0,0,1,0,331527.76129886543,0,0
REO - R_5053,2005,43.04953715,-123.1614221,SOUTHERN OREGON COASTAL,REO,205681,1,1,1,0,0,264333.1348771231,TRUE,1,0,0,1,0,0,1,0,264333.1348771231,0,0
REO - R_5054,2005,43.14066363,-123.088593,SOUTHERN OREGON COASTAL,REO,209016,1,1,1,1,1,268619.14576201385,TRUE,1,0,0,1,0,0,1,0,268619.14576201385,0,0
REO - R_5055,2005,43.02809254,-123.737415,SOUTHERN OREGON COASTAL,REO,131253,1,1,1,1,1,168681.1954046657,TRUE,1,0,0,1,0,0,1,0,168681.1954046657,0,0
REO - R_5060,2005,45.42531729666667,-123.4855585,NORTHERN OREGON COASTAL,REO,NA,3,3,1,0,0,NA,FALSE,1,0,0,3,0,0,3,0,NA,634.9255359776377,297.0193316256458
REO - R_5061,2005,42.54212189,-123.7256012,SOUTHERN OREGON COASTAL,REO,86000,1,1,1,2,2,110523.8189207199,TRUE,1,0,0,2,0,0,1,1,110523.8189207199,0,0
REO - R_5065,2005,42.53517151,-123.730072,SOUTHERN OREGON COASTAL,REO,71000,1,1,1,2,2,91246.40864385015,TRUE,1,0,0,2,0,0,1,1,91246.40864385015,0,0
REO - R_5066,2005,42.53307342,-123.7330856,SOUTHERN OREGON COASTAL,REO,78000,1,1,1,2,2,100242.5334397227,TRUE,1,0,0,2,0,0,1,1,100242.5334397227,0,0
REO - R_5067,2005,42.37571335,-123.5592041,SOUTHERN OREGON COASTAL,REO,110000,1,1,1,2,2,141367.6753637115,TRUE,1,0,0,2,0,0,1,1,141367.6753637115,0,0
REO - R_5068,2005,42.30846023,-123.5775986,SOUTHERN OREGON COASTAL,REO,120000,1,1,1,2,2,154219.282214958,TRUE,1,0,0,2,0,0,1,1,154219.282214958,0,0
REO - R_5069,2005,42.21460342,-123.5216827,SOUTHERN OREGON COASTAL,REO,120000,1,1,1,2,2,154219.282214958,TRUE,1,0,0,2,0,0,1,1,154219.282214958,0,0
REO - R_5086,2005,43.98884595,-123.4531561,NORTHERN OREGON COASTAL,REO,2500,3,3,1,6,2,3212.9017128116247,TRUE,0,0,1,0,0,6,3,1,1070.967237603875,627.7058298479382,282.23864204738055
REO - R_5087,2005,43.96642258,-123.5307445,NORTHERN OREGON COASTAL,REO,4000,1,1,1,2,2,5140.6427404986,TRUE,0,0,1,0,0,2,1,1,5140.6427404986,0,0
REO - R_5088,2005,43.824975385,-123.3982515,NORTHERN OREGON COASTAL,REO,1000,2,2,1,2,1,1285.16068512465,TRUE,0,0,1,0,0,2,2,1,642.580342562325,22.4520901448644,11.2260450724322
REO - R_5101,2006,43.692979844999996,-124.03372875000001,SOUTHERN OREGON COASTAL,REO,26180,4,4,1,4,1,32655.908287185466,TRUE,1,0,0,4,0,0,4,0,8163.9770717963665,2293.9563274330794,918.0804081866618
REO - R_5102,2006,43.690228,-124.0331401,SOUTHERN OREGON COASTAL,REO,37340,1,1,1,1,1,46576.455899293556,TRUE,1,0,0,1,0,0,1,0,46576.455899293556,0,0
REO - R_5109,2006,43.84941242,-123.2112383,NORTHERN OREGON COASTAL,REO,171500,1,1,1,1,1,213922.39385990478,TRUE,1,0,0,1,0,0,1,1,213922.39385990478,0,0
REO - R_5112,2006,43.86588765,-123.5254902,NORTHERN OREGON COASTAL,REO,1500,1,1,1,1,1,1871.041345713453,TRUE,0,0,1,0,0,1,3,1,623.680448571151,0,0
REO - R_5113,2006,44.12193149,-122.8027377,WILLAMETTE,REO,143700,1,1,1,1,1,179245.7609193488,TRUE,1,0,0,1,0,0,1,1,179245.7609193488,0,0
REO - R_5117,2006,45.36139646,-123.681876,NORTHERN OREGON COASTAL,REO,177356,1,1,1,1,1,221226.9392735701,TRUE,1,0,0,1,0,0,1,0,221226.9392735701,0,0
REO - R_5135,2006,42.17085154,-123.2750505,SOUTHERN OREGON COASTAL,REO,80000,1,1,1,1,1,99788.87177138416,TRUE,1,0,0,1,0,0,1,1,99788.87177138416,0,0
REO - R_5139,2006,42.60574433,-122.4367602,SOUTHERN OREGON COASTAL,REO,76568,1,1,1,2,2,95507.92917239178,TRUE,1,0,0,2,0,0,1,1,95507.92917239178,0,0
REO - R_5142,2006,42.70526531,-123.169822,SOUTHERN OREGON COASTAL,REO,127000,1,1,1,2,2,158414.83393707237,TRUE,1,0,0,2,0,0,1,1,158414.83393707237,0,0
REO - R_5143,2006,42.7392429,-123.2608108,SOUTHERN OREGON COASTAL,REO,180000,1,1,1,2,2,224524.96148561436,TRUE,1,0,0,2,0,0,1,1,224524.96148561436,0,0
REO - R_5144,2006,42.76319661,-123.332392,SOUTHERN OREGON COASTAL,REO,130000,1,1,1,2,2,162156.91662849925,TRUE,1,0,0,2,0,0,1,1,162156.91662849925,0,0
REO - R_5145,2006,42.78404614,-123.3130385,SOUTHERN OREGON COASTAL,REO,180000,1,1,1,2,2,224524.96148561436,TRUE,1,0,0,2,0,0,1,1,224524.96148561436,0,0
REO - R_5146,2006,42.65375977,-123.55258860000001,SOUTHERN OREGON COASTAL,REO,218478,1,1,1,2,2,272520.9140858559,TRUE,1,0,0,2,0,0,1,1,272520.9140858559,0,0
REO - R_5147,2006,42.62243454,-123.3859843,SOUTHERN OREGON COASTAL,REO,86000,1,1,1,2,2,107273.03715423797,TRUE,1,0,0,2,0,0,1,1,107273.03715423797,0,0
REO - R_5148,2006,42.75351163,-123.4558342,SOUTHERN OREGON COASTAL,REO,100000,1,1,1,2,2,124736.0897142302,TRUE,1,0,0,2,0,0,1,1,124736.0897142302,0,0
REO - R_5167,2006,43.30862977,-122.9516195,SOUTHERN OREGON COASTAL,REO,279000,1,1,1,1,1,348013.69030270225,TRUE,1,0,0,1,0,0,1,0,348013.69030270225,0,0
REO - R_5179,2007,43.20173791333333,-123.88022313333333,SOUTHERN OREGON COASTAL,REO,115000,3,3,1,3,1,139694.86118995486,TRUE,1,0,0,3,0,0,3,1,46564.953729984954,1627.423040382278,836.4941537026771
REO - R_5185,2007,43.86234341,-123.7144474,SOUTHERN OREGON COASTAL,REO,70000,1,1,1,1,1,85031.65463736381,TRUE,1,0,0,1,0,0,1,1,85031.65463736381,0,0
REO - R_5196,2007,45.00536509,-123.4759555,WILLAMETTE,REO,46969,1,1,1,2,2,57055.02552374773,TRUE,1,0,0,2,0,0,1,1,57055.02552374773,0,0
REO - R_5202,2007,44.68600233,-123.3470656,WILLAMETTE,REO,50000,1,1,1,1,1,60736.89616954559,TRUE,1,0,0,1,0,0,1,1,60736.89616954559,0,0
REO - R_5214,2005,43.13838131,-123.1239702,SOUTHERN OREGON COASTAL,REO,120000,1,1,1,1,1,154219.282214958,TRUE,1,0,0,1,0,0,1,1,154219.282214958,0,0
REO - R_5229,2008,44.27091291,-123.4909372,NORTHERN OREGON COASTAL,REO,1500,1,1,1,1,1,1787.2015484349936,TRUE,0,0,1,0,0,1,1,1,1787.2015484349936,0,0
REO - R_5231,2007,43.58438796,-122.9901603,WILLAMETTE,REO,139000,1,1,1,2,2,168848.57135133672,TRUE,1,0,0,2,0,0,1,1,168848.57135133672,0,0
REO - R_5233,2007,43.56855788,-122.9354578,WILLAMETTE,REO,112400,1,1,1,2,2,136536.54258913847,TRUE,1,0,0,2,0,0,1,1,136536.54258913847,0,0
REO - R_5239,2008,44.69464699,-123.3876654,WILLAMETTE,REO,75000,1,1,1,1,1,89360.07742174968,TRUE,1,0,0,1,0,0,1,1,89360.07742174968,0,0
REO - R_5254,2008,43.82995581,-123.6823293,SOUTHERN OREGON COASTAL,REO,107500,1,1,1,2,2,128082.77763784121,TRUE,1,0,0,2,0,0,1,1,128082.77763784121,0,0
REO - R_5258,2009,42.20197646,-123.5507565,SOUTHERN OREGON COASTAL,REO,47000,1,1,1,1,1,55578.117475546765,TRUE,1,0,0,1,0,0,1,1,55578.117475546765,0,0
REO - R_5302,2009,43.16386399,-123.9800784,SOUTHERN OREGON COASTAL,REO,10000,1,1,1,1,1,11825.131377775908,TRUE,1,0,0,1,0,0,1,0,11825.131377775908,0,0
REO - R_5313,2009,42.54683833,-123.0959266,SOUTHERN OREGON COASTAL,REO,48000,1,1,1,1,1,56760.630613324356,TRUE,1,0,0,1,0,0,1,1,56760.630613324356,0,0
REO - R_5314,2009,42.66871383,-123.0109241,SOUTHERN OREGON COASTAL,REO,45000,1,1,1,1,1,53213.091199991584,TRUE,1,0,0,1,0,0,1,1,53213.091199991584,0,0
REO - R_5351,2009,44.31452476,-123.6250132,NORTHERN OREGON COASTAL,REO,55224,2,2,1,2,1,65303.10552062967,TRUE,1,0,0,2,0,0,2,1,32651.552760314837,119.05801842143325,59.52900921071662
REO - R_5366,2005,45.3106332,-123.4135518,NORTHERN OREGON COASTAL,REO,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
REO - R_5369,2009,43.882790283333335,-123.36200113333334,NORTHERN OREGON COASTAL,REO,401000,3,3,1,3,1,474187.7682488139,TRUE,1,0,0,3,0,0,3,1,158062.5894162713,248.2699420644391,111.51757051834902
REO - R_5387,2009,42.88309683,-123.2673598,SOUTHERN OREGON COASTAL,REO,260000,1,1,1,2,2,307453.4158221736,TRUE,1,0,0,2,0,0,1,1,307453.4158221736,0,0
REO - R_5501,2011,43.10068926,-124.0559978,SOUTHERN OREGON COASTAL,REO,123442,1,1,1,2,2,141341.13875264037,TRUE,1,0,0,2,0,0,1,1,141341.13875264037,0,0
REO - R_5502,2011,43.14913617,-123.9568299,SOUTHERN OREGON COASTAL,REO,143651,1,1,1,1,1,164480.45173405763,TRUE,1,0,0,1,0,0,1,1,164480.45173405763,0,0
REO - R_5505,2011,43.051708,-124.0248774,SOUTHERN OREGON COASTAL,REO,81775,1,1,1,2,2,93632.40729652118,TRUE,1,0,0,2,0,0,1,1,93632.40729652118,0,0
REO - R_5510,2011,44.289155565,-122.88518525,WILLAMETTE,REO,20000,2,2,1,4,2,22900.007898874028,TRUE,1,0,0,4,0,0,2,1,11450.003949437014,76.90066293836047,38.450331469180234
REO - R_5520,2010,44.236785565000005,-123.39568975,WILLAMETTE,REO,130000,2,2,1,4,2,151960.81440689648,TRUE,1,0,0,4,0,0,2,1,75980.40720344824,930.9483606818801,465.47418034094005
REO - R_5522,2010,44.26570921,-123.4494088,NORTHERN OREGON COASTAL,REO,82000,1,1,1,2,2,95852.20601050394,TRUE,1,0,0,2,0,0,1,1,95852.20601050394,0,0
REO - R_5525,2010,44.004791946666664,-123.7444392,NORTHERN OREGON COASTAL,REO,2000,3,3,1,6,2,2337.858683183023,TRUE,0,0,1,0,0,6,3,1,779.2862277276744,228.8260778008296,101.92749758359355
REO - R_5536,2011,43.96023273,-123.6815701,NORTHERN OREGON COASTAL,REO,75000,1,1,1,1,1,85875.0296207776,TRUE,1,0,0,1,0,0,1,1,85875.0296207776,0,0
REO - R_5538,2011,44.20546276,-123.5798661,NORTHERN OREGON COASTAL,REO,75000,1,1,1,2,2,85875.0296207776,TRUE,1,0,0,2,0,0,1,1,85875.0296207776,0,0
REO - R_5539,2011,43.870047975000006,-123.3003192,NORTHERN OREGON COASTAL,REO,1500,2,2,1,2,1,1717.5005924155519,TRUE,0,0,1,0,0,2,2,1,858.7502962077759,30.211670648793195,15.105835324396597
REO - R_5544,2011,43.66904505,-123.1757571,SOUTHERN OREGON COASTAL,REO,4000,1,1,1,2,2,4580.001579774806,TRUE,0,0,1,0,0,2,1,1,4580.001579774806,0,0
REO - R_5565,2011,44.7813657,-123.5755392,WILLAMETTE,REO,66000,1,1,1,1,1,75570.02606628429,TRUE,1,0,0,1,0,0,1,0,75570.02606628429,0,0
REO - R_5566,2010,44.40402907,-123.6447965,NORTHERN OREGON COASTAL,REO,140000,1,1,1,0,0,163650.1078228116,TRUE,1,0,0,1,0,0,1,0,163650.1078228116,0,0
REO - R_5576,2011,43.01909669,-123.4766652,SOUTHERN OREGON COASTAL,REO,86000,1,1,1,2,2,98470.03396515832,TRUE,1,0,0,2,0,0,1,1,98470.03396515832,0,0
REO - R_5611,2010,42.0862651,-123.5076668,SOUTHERN OREGON COASTAL,REO,127000,1,1,1,2,2,148454.02638212196,TRUE,1,0,0,2,0,0,1,1,148454.02638212196,0,0
REO - R_5652,2012,45.2929094,-123.4957362,NORTHERN OREGON COASTAL,REO,568000,2,2,1,2,1,638110.5363817047,TRUE,1,0,0,2,0,0,2,0,319055.26819085237,425.0003572793851,212.50017863969256
REO - R_5668,2012,44.23226169,-123.6099243,NORTHERN OREGON COASTAL,REO,174853,1,1,1,1,1,196435.81270765883,TRUE,1,0,0,1,0,0,1,1,196435.81270765883,0,0
REO - R_5713,2012,42.752571285,-123.1016867,SOUTHERN OREGON COASTAL,REO,977,6,6,1,6,1,1097.595059938249,TRUE,0,0,1,0,0,6,6,1,182.93250998970817,374.4860975506838,145.11776337195806
REO - R_5714,2012,42.6560438,-123.1058973,SOUTHERN OREGON COASTAL,REO,977,1,1,1,1,1,1097.595059938249,TRUE,0,0,1,0,0,1,1,1,1097.595059938249,0,0
REO - R_5719,2012,42.75369198,-122.7791977,SOUTHERN OREGON COASTAL,REO,80000,1,1,1,2,2,89874.72343404291,TRUE,1,0,0,2,0,0,1,1,89874.72343404291,0,0
REO - R_5721,2012,42.20776731,-123.11992785000001,SOUTHERN OREGON COASTAL,REO,20700,4,4,1,4,1,23255.084688558607,TRUE,1,0,0,4,0,0,4,1,5813.771172139652,1250.779075606484,561.6350897450213
REO - R_5734,2012,43.12061333,-123.9347335,SOUTHERN OREGON COASTAL,REO,132383,1,1,1,1,1,148723.5689046113,TRUE,1,0,0,1,0,0,1,1,148723.5689046113,0,0
REO - R_5736,2012,43.13442798,-123.7142919,SOUTHERN OREGON COASTAL,REO,146220,1,1,1,1,1,164268.52575657194,TRUE,1,0,0,1,0,0,1,1,164268.52575657194,0,0
REO - R_5965,2013,45.30312652,-123.4158152,NORTHERN OREGON COASTAL,REO,277000,1,1,1,1,1,305831.4664439012,TRUE,1,0,0,1,0,0,1,0,305831.4664439012,0,0
REO - R_5967,2013,43.12904321,-124.0278834,SOUTHERN OREGON COASTAL,REO,77170,1,1,1,2,2,85202.21756489477,TRUE,1,0,0,2,0,0,1,1,85202.21756489477,0,0
REO - R_5968,2013,43.07898781,-123.86318,SOUTHERN OREGON COASTAL,REO,101802,1,1,1,1,1,112398.0322993575,TRUE,1,0,0,1,0,0,1,1,112398.0322993575,0,0
REO - R_6017,2013,42.1712356,-123.1490731,SOUTHERN OREGON COASTAL,REO,124100,1,1,1,1,1,137016.91330573332,TRUE,1,0,0,1,0,0,1,1,137016.91330573332,0,0
REO - R_6035,2013,43.99437291,-122.7319186,WILLAMETTE,REO,10000,1,1,1,1,1,11040.847164039753,TRUE,0,0,1,0,0,1,4,1,2760.211791009938,0,0
REO - R_6039,2013,44.2652212,-122.9148907,WILLAMETTE,REO,3236,1,1,1,2,2,3572.818142283264,TRUE,0,0,1,0,0,2,1,1,3572.818142283264,0,0
REO - R_6040,2013,43.73131056166667,-122.93306451666666,WILLAMETTE,REO,10000,6,6,1,12,2,11040.847164039753,TRUE,0,0,1,0,0,12,6,1,1840.1411940066255,647.6794920221565,273.95891028754227
REO - R_6060,2015,43.909751,-123.3350353,NORTHERN OREGON COASTAL,REO,50000,1,1,1,2,2,53641.53348835654,TRUE,1,0,0,2,0,0,1,1,53641.53348835654,0,0
REO - R_6061,2015,44.10964629555556,-123.24140066111111,WILLAMETTE,REO,62000,18,18,1,36,2,66515.50152556211,TRUE,1,0,0,36,0,0,18,1,3695.3056403090063,65179.714822324,32903.84299853841
REO - R_6069,2014,42.7154062,-123.1487514,SOUTHERN OREGON COASTAL,REO,207629,1,1,1,1,1,225079.13432353345,TRUE,1,0,0,1,0,0,1,1,225079.13432353345,0,0
REO - R_6075,2015,43.07592799,-124.0548681,SOUTHERN OREGON COASTAL,REO,320000,1,1,1,2,2,343305.8143254819,TRUE,1,0,0,2,0,0,1,1,343305.8143254819,0,0
REO - R_6076,2015,43.07417534,-124.0569441,SOUTHERN OREGON COASTAL,REO,80000,1,1,1,1,1,85826.45358137047,TRUE,1,0,0,1,0,0,1,1,85826.45358137047,0,0
REO - R_64838310721402,1999,43.807497,-119.555245,OREGON CLOSED BASINS,REO,61000,1,1,1,1,1,89737.66949735156,TRUE,1,0,0,1,0,0,1,0,89737.66949735156,0,0
REO - R_674,2003,43.745853,-123.644041,SOUTHERN OREGON COASTAL,REO,13300,1,1,1,1,1,18099.703213770877,TRUE,1,0,0,1,0,0,1,0,18099.703213770877,0,0
REO - R_675,2002,43.87429,-123.698808,SOUTHERN OREGON COASTAL,REO,9500,1,1,1,1,1,13167.704085724332,TRUE,0,0,1,0,0,1,1,0,13167.704085724332,0,0
REO - R_676,2003,43.836769000000004,-123.569489,SOUTHERN OREGON COASTAL,REO,72500,2,2,1,1,1,98663.79571416456,TRUE,1,0,0,2,0,0,2,0,49331.89785708228,195.16869477936575,97.58434738968288
REO - R_677,2003,43.162512,-123.981749,SOUTHERN OREGON COASTAL,REO,164000,1,1,1,1,1,223184.31030514467,TRUE,1,0,0,1,0,0,1,0,223184.31030514467,0,0
REO - R_678,2003,43.200684,-124.085291,SOUTHERN OREGON COASTAL,REO,252000,1,1,1,1,1,342941.7451030272,TRUE,1,0,0,1,0,0,1,0,342941.7451030272,0,0
REO - R_679,2003,43.835532,-123.630662,SOUTHERN OREGON COASTAL,REO,34000,1,1,1,1,1,46269.917990090966,TRUE,1,0,0,1,0,0,1,0,46269.917990090966,0,0
REO - R_680,2003,43.832128,-123.58899,SOUTHERN OREGON COASTAL,REO,65200,1,1,1,1,1,88729.37214570386,TRUE,1,0,0,1,0,0,1,0,88729.37214570386,0,0
REO - R_681,2003,43.149189,-124.03159033333333,SOUTHERN OREGON COASTAL,REO,170000,3,3,1,1,1,231349.58995045486,TRUE,1,0,0,3,0,0,3,0,77116.52998348496,1807.196994101248,1101.5709909867016
REO - R_682,2003,43.683292,-123.627558,SOUTHERN OREGON COASTAL,REO,45800,1,1,1,1,1,62328.30129253431,TRUE,1,0,0,1,0,0,1,0,62328.30129253431,0,0
REO - R_683,2003,43.74587,-123.64419,SOUTHERN OREGON COASTAL,REO,95600,1,1,1,1,1,130100.12234860873,TRUE,1,0,0,1,0,0,1,0,130100.12234860873,0,0
REO - R_686,2003,43.554032,-123.775019,SOUTHERN OREGON COASTAL,REO,88850,1,1,1,1,1,120914.18274763478,TRUE,1,0,0,1,0,0,1,0,120914.18274763478,0,0
REO - R_688,2003,43.836905,-123.752751,SOUTHERN OREGON COASTAL,REO,81000,1,1,1,1,1,110231.27521168732,TRUE,1,0,0,1,0,0,1,0,110231.27521168732,0,0
REO - R_689,2003,43.116804,-123.976852,SOUTHERN OREGON COASTAL,REO,162000,1,1,1,1,1,220462.55042337463,TRUE,1,0,0,1,0,0,1,0,220462.55042337463,0,0
REO - R_690,2003,43.764061,-123.612358,SOUTHERN OREGON COASTAL,REO,71160,1,1,1,1,1,96840.21659337863,TRUE,1,0,0,1,0,0,1,0,96840.21659337863,0,0
REO - R_692,2003,43.804573,-123.637161,SOUTHERN OREGON COASTAL,REO,51000,1,1,1,1,1,69404.87698513645,TRUE,1,0,0,1,0,0,1,0,69404.87698513645,0,0
REO - R_695,2003,43.956639,-123.702696,NORTHERN OREGON COASTAL,REO,1000,1,1,1,1,1,1360.8799408850284,TRUE,0,0,1,0,0,1,1,0,1360.8799408850284,0,0
REO - R_698,2003,44.115936,-122.532064,WILLAMETTE,REO,2500,1,1,1,1,1,3402.1998522125714,TRUE,1,0,0,1,0,0,1,0,3402.1998522125714,0,0
REO - R_702,2003,42.157101,-123.114729,SOUTHERN OREGON COASTAL,REO,31040,1,1,1,1,1,42241.713365071286,TRUE,1,0,0,1,0,0,1,0,42241.713365071286,0,0
REO - R_703,2003,42.151498,-123.095041,SOUTHERN OREGON COASTAL,REO,28946,1,1,1,1,1,39392.030768858036,TRUE,1,0,0,1,0,0,1,0,39392.030768858036,0,0
REO - R_704,2003,42.147215,-123.207244,SOUTHERN OREGON COASTAL,REO,17345,1,1,1,1,1,23604.46257465082,TRUE,1,0,0,1,0,0,1,0,23604.46257465082,0,0
REO - R_705,2003,42.150903,-123.213053,SOUTHERN OREGON COASTAL,REO,27234,1,1,1,1,1,37062.204310062865,TRUE,1,0,0,1,0,0,1,0,37062.204310062865,0,0
REO - R_714,2003,42.682495,-122.860264,SOUTHERN OREGON COASTAL,REO,64356,1,1,1,1,1,87580.78947559689,TRUE,1,0,0,1,0,0,1,0,87580.78947559689,0,0
REO - R_722,2003,42.77455,-123.314957,SOUTHERN OREGON COASTAL,REO,75176,1,1,1,1,1,102305.5104359729,TRUE,1,0,0,1,0,0,1,0,102305.5104359729,0,0
REO - R_724,2003,42.719008,-123.27957,SOUTHERN OREGON COASTAL,REO,35000,1,1,1,1,1,47630.797930976,TRUE,1,0,0,1,0,0,1,0,47630.797930976,0,0
REO - R_725,2003,42.669933,-123.1961,SOUTHERN OREGON COASTAL,REO,95000,1,1,1,1,1,129283.5943840777,TRUE,1,0,0,1,0,0,1,0,129283.5943840777,0,0
REO - R_726,2003,42.7195435,-123.16714350000001,SOUTHERN OREGON COASTAL,REO,5000,2,2,1,1,1,6804.399704425143,TRUE,1,0,0,2,0,0,2,0,3402.1998522125714,914.2701260051903,457.13506300259513
REO - R_727,2003,42.240526,-123.427726,SOUTHERN OREGON COASTAL,REO,110188,1,1,1,1,1,149952.6389262395,TRUE,1,0,0,1,0,0,1,0,149952.6389262395,0,0
REO - R_728,2003,42.58285,-123.469327,SOUTHERN OREGON COASTAL,REO,110666,1,1,1,1,1,150603.13953798256,TRUE,1,0,0,1,0,0,1,0,150603.13953798256,0,0
REO - R_729,2003,42.183552,-123.524635,SOUTHERN OREGON COASTAL,REO,91145,1,1,1,1,1,124037.40221196592,TRUE,1,0,0,1,0,0,1,0,124037.40221196592,0,0
REO - R_730,2003,42.492388,-123.518425,SOUTHERN OREGON COASTAL,REO,57260,1,1,1,1,1,77923.98541507674,TRUE,1,0,0,1,0,0,1,0,77923.98541507674,0,0
REO - R_734,2003,42.897213,-123.039748,SOUTHERN OREGON COASTAL,REO,151219,1,1,1,1,1,205790.90378069313,TRUE,1,0,0,1,0,0,1,0,205790.90378069313,0,0
REO - R_735,2003,43.073148,-123.602444,SOUTHERN OREGON COASTAL,REO,256400,1,1,1,1,1,348929.6168429213,TRUE,1,0,0,1,0,0,1,0,348929.6168429213,0,0
REO - R_736,2003,43.424127,-122.777396,SOUTHERN OREGON COASTAL,REO,162000,1,1,1,1,1,220462.55042337463,TRUE,1,0,0,1,0,0,1,0,220462.55042337463,0,0
REO - R_737,2003,42.9117,-123.382828,SOUTHERN OREGON COASTAL,REO,208000,1,1,1,1,1,283063.0277040859,TRUE,1,0,0,1,0,0,1,0,283063.0277040859,0,0
REO - R_738,2003,43.448454,-123.631309,SOUTHERN OREGON COASTAL,REO,88000,1,1,1,1,1,119757.43479788251,TRUE,1,0,0,1,0,0,1,0,119757.43479788251,0,0
REO - R_74,2002,43.916727,-123.6639385,NORTHERN OREGON COASTAL,REO,118000,2,2,1,1,1,163556.74548583908,TRUE,1,0,0,2,0,0,2,0,81778.37274291954,548.9234547231724,274.4617273615862
REO - R_745,2003,43.1329,-123.150317,SOUTHERN OREGON COASTAL,REO,140000,1,1,1,1,1,190523.191723904,TRUE,1,0,0,1,0,0,1,0,190523.191723904,0,0
REO - R_76,2002,43.860202,-123.529425,NORTHERN OREGON COASTAL,REO,106000,1,1,1,1,1,146923.85611439781,TRUE,1,0,0,1,0,0,1,0,146923.85611439781,0,0
REO - R_8152051075436,1999,44.257156,-119.806407,DESCHUTES,REO,32000,1,1,1,1,1,47075.49875270901,TRUE,1,0,0,1,0,0,1,0,47075.49875270901,0,0
REO - R_81552210733466,1999,44.263103,-119.659395,DESCHUTES,REO,32000,1,1,1,1,1,47075.49875270901,TRUE,1,0,0,1,0,0,1,0,47075.49875270901,0,0
REO - R_81932910744469,1999,44.280637,-119.740068,DESCHUTES,REO,32000,1,1,1,1,1,47075.49875270901,TRUE,1,0,0,1,0,0,1,0,47075.49875270901,0,0
REO - R_83512610820529,1997,44.356499,-120.005283,DESCHUTES,REO,12000,1,1,1,1,1,18109.515157824742,TRUE,1,0,0,1,0,0,1,0,18109.515157824742,0,0
