project_id,worksite_id,completed_year,latitude,longitude,county,state,subwatershed,watershed,subbasin,basin,project_source,action,project_cost,state_full,n_metric,n_action_wrk,n_metric_wrk,n_metric_wrk_dist,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,n_culverts_fromcount,cost_per_culvert,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,dist_max,dist_mean,fips,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other
REO - R_679,REO - R_679-WS-1,2003,43.835532,-123.630662,"oregon,douglas",OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,34000,OR,1,1,1,1,1,1,1,1,1,46269.917990090966,TRUE,1,1,0,0,1,0,0,0,46269.917990090966,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_680,REO - R_680-WS-1,2003,43.832128,-123.58899,"oregon,douglas",OR,SOUTH SISTER CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,65200,OR,1,1,1,1,1,1,1,1,1,88729.37214570386,TRUE,1,1,0,0,1,0,0,0,88729.37214570386,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_681,REO - R_681-WS-1,2003,43.140894,-124.032212,"oregon,coos",OR,YANKEE RUN,MIDDLE MAIN COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,170000,OR,1,1,1,1,3,3,1,1,1,231349.58995045486,TRUE,3,1,0,0,3,0,0,0,77116.52998348496,1,0,0,1,0,0,1807.196994101248,1101.5709909867016,41011,41,0.051235979527387565,0,0,0.037787215506914953,0.08385059348796689,0.02346727648916476,0.17428944789284548,0.046063377981051944,0.016062289012305348,0.026843079603615375,0.022868343678536424,0.023685070238484155,0.004138081237068496,0.12419688554938474,0.004192529674398345,0.17423499945551563,0.04241533267995209,0.10285309811608406,0.04181639986932375
REO - R_681,REO - R_681-WS-2,2003,43.154907,-124.020929,"oregon,coos",OR,YANKEE RUN,MIDDLE MAIN COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,170000,OR,0,1,0,0,3,3,1,1,1,231349.58995045486,TRUE,3,1,0,0,3,0,0,0,77116.52998348496,1,0,0,1,0,0,1807.196994101248,1101.5709909867016,41011,41,0.051235979527387565,0,0,0.037787215506914953,0.08385059348796689,0.02346727648916476,0.17428944789284548,0.046063377981051944,0.016062289012305348,0.026843079603615375,0.022868343678536424,0.023685070238484155,0.004138081237068496,0.12419688554938474,0.004192529674398345,0.17423499945551563,0.04241533267995209,0.10285309811608406,0.04181639986932375
REO - R_681,REO - R_681-WS-3,2003,43.151766,-124.04163,"oregon,coos",OR,YANKEE RUN,MIDDLE MAIN COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,170000,OR,0,1,0,0,3,3,1,1,1,231349.58995045486,TRUE,3,1,0,0,3,0,0,0,77116.52998348496,1,0,0,1,0,0,1807.196994101248,1101.5709909867016,41011,41,0.051235979527387565,0,0,0.037787215506914953,0.08385059348796689,0.02346727648916476,0.17428944789284548,0.046063377981051944,0.016062289012305348,0.026843079603615375,0.022868343678536424,0.023685070238484155,0.004138081237068496,0.12419688554938474,0.004192529674398345,0.17423499945551563,0.04241533267995209,0.10285309811608406,0.04181639986932375
REO - R_682,REO - R_682-WS-1,2003,43.683292,-123.627558,"oregon,douglas",OR,PARADISE CREEK,MIDDLE UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,45800,OR,1,1,1,1,1,1,1,1,1,62328.30129253431,TRUE,1,1,0,0,1,0,0,0,62328.30129253431,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_683,REO - R_683-WS-1,2003,43.74587,-123.64419,"oregon,douglas",OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,95600,OR,1,1,1,1,1,1,1,1,1,130100.12234860873,TRUE,1,1,0,0,1,0,0,0,130100.12234860873,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_686,REO - R_686-WS-1,2003,43.554032,-123.775019,"oregon,douglas",OR,LOWER LAKE CREEK-LOON LAKE,LAKE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,88850,OR,1,1,1,1,1,1,1,1,1,120914.18274763478,TRUE,1,1,0,0,1,0,0,0,120914.18274763478,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_688,REO - R_688-WS-1,2003,43.836905,-123.752751,"oregon,douglas",OR,WEST FORK SMITH RIVER-LOWER UMPQUA RIVER,LOWER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,81000,OR,1,1,1,1,1,1,1,1,1,110231.27521168732,TRUE,1,1,0,0,1,0,0,0,110231.27521168732,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_689,REO - R_689-WS-1,2003,43.116804,-123.976852,"oregon,coos",OR,ELK CREEK-EAST FORK COQUILLE RIVER,MIDDLE MAIN COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,162000,OR,1,1,1,1,1,1,1,1,1,220462.55042337463,TRUE,1,1,0,0,1,0,0,0,220462.55042337463,1,0,0,1,0,0,0,0,41011,41,0.051235979527387565,0,0,0.037787215506914953,0.08385059348796689,0.02346727648916476,0.17428944789284548,0.046063377981051944,0.016062289012305348,0.026843079603615375,0.022868343678536424,0.023685070238484155,0.004138081237068496,0.12419688554938474,0.004192529674398345,0.17423499945551563,0.04241533267995209,0.10285309811608406,0.04181639986932375
REO - R_690,REO - R_690-WS-1,2003,43.764061,-123.612358,"oregon,douglas",OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,71160,OR,1,1,1,1,1,1,1,1,1,96840.21659337863,TRUE,1,1,0,0,1,0,0,0,96840.21659337863,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_692,REO - R_692-WS-1,2003,43.804573,-123.637161,"oregon,douglas",OR,BIG CREEK-LOWER UMPQUA RIVER,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,51000,OR,1,1,1,1,1,1,1,1,1,69404.87698513645,TRUE,1,1,0,0,1,0,0,0,69404.87698513645,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_695,REO - R_695-WS-1,2003,43.956639,-123.702696,"oregon,lane",OR,WHITAKER CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,REO,fishpass_culvrem,1000,OR,1,1,1,1,1,1,1,1,1,1360.8799408850284,TRUE,1,0,0,1,0,0,1,0,1360.8799408850284,0,0,1,0,0,1,0,0,41039,41,0.01597070213840714,0,0.001271257787506314,0.05596059942751305,0.1681006903519111,0.0442582926418589,0.16741875736656003,0.02460010102710894,0.020693719481394174,0.039577369927597236,0.02119885502609867,0.05908402087893585,0.011710725711399226,0.05443677386765449,0.011853847449065499,0.14229668294325645,0.014598417241959927,0.10113655497558512,0.04583263175618791
REO - R_698,REO - R_698-WS-1,2003,44.115936,-122.532064,"oregon,lane",OR,LOWER MCKENZIE RIVER-DEER CREEK,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,REO,fishpass_culvimp,2500,OR,1,1,1,1,1,1,1,1,1,3402.1998522125714,TRUE,1,1,0,0,1,0,0,0,3402.1998522125714,1,0,0,1,0,0,0,0,41039,41,0.01597070213840714,0,0.001271257787506314,0.05596059942751305,0.1681006903519111,0.0442582926418589,0.16741875736656003,0.02460010102710894,0.020693719481394174,0.039577369927597236,0.02119885502609867,0.05908402087893585,0.011710725711399226,0.05443677386765449,0.011853847449065499,0.14229668294325645,0.014598417241959927,0.10113655497558512,0.04583263175618791
REO - R_702,REO - R_702-WS-1,2003,42.157101,-123.114729,"oregon,jackson",OR,APPLEGATE RIVER-STAR GULCH,APPLEGATE RIVER/MCKEE BRIDGE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,31040,OR,1,1,1,1,1,1,1,1,1,42241.713365071286,TRUE,1,1,0,0,1,0,0,0,42241.713365071286,1,0,0,1,0,0,0,0,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_703,REO - R_703-WS-1,2003,42.151498,-123.095041,"oregon,jackson",OR,APPLEGATE RIVER-STAR GULCH,APPLEGATE RIVER/MCKEE BRIDGE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,28946,OR,1,1,1,1,1,1,1,1,1,39392.030768858036,TRUE,1,1,0,0,1,0,0,0,39392.030768858036,1,0,0,1,0,0,0,0,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_704,REO - R_704-WS-1,2003,42.147215,-123.207244,"oregon,jackson",OR,THOMPSON CREEK,MIDDLE APPLEGATE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,17345,OR,1,1,1,1,1,1,1,1,1,23604.46257465082,TRUE,1,1,0,0,1,0,0,0,23604.46257465082,1,0,0,1,0,0,0,0,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_705,REO - R_705-WS-1,2003,42.150903,-123.213053,"oregon,jackson",OR,THOMPSON CREEK,MIDDLE APPLEGATE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,27234,OR,1,1,1,1,1,1,1,1,1,37062.204310062865,TRUE,1,1,0,0,1,0,0,0,37062.204310062865,1,0,0,1,0,0,0,0,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_714,REO - R_714-WS-1,2003,42.682495,-122.860264,"oregon,jackson",OR,WEST FORK TRAIL CREEK,TRAIL CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,64356,OR,1,1,1,1,1,1,1,1,1,87580.78947559689,TRUE,1,1,0,0,1,0,0,0,87580.78947559689,1,0,0,1,0,0,0,0,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_722,REO - R_722-WS-1,2003,42.77455,-123.314957,"oregon,douglas",OR,COW CREEK-FORTUNE BRANCH,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,75176,OR,1,1,1,1,1,1,1,1,1,102305.5104359729,TRUE,1,1,0,0,1,0,0,0,102305.5104359729,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_724,REO - R_724-WS-1,2003,42.719008,-123.27957,"oregon,douglas",OR,WOLF CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,35000,OR,1,1,1,1,1,1,1,1,1,47630.797930976,TRUE,1,1,0,0,1,0,0,0,47630.797930976,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_725,REO - R_725-WS-1,2003,42.669933,-123.1961,"oregon,jackson",OR,UPPER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,95000,OR,1,1,1,1,1,1,1,1,1,129283.5943840777,TRUE,1,1,0,0,1,0,0,0,129283.5943840777,1,0,0,1,0,0,0,0,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_726,REO - R_726-WS-1,2003,42.723285,-123.169467,"oregon,jackson",OR,UPPER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,5000,OR,1,1,1,1,2,2,1,1,1,6804.399704425143,TRUE,2,1,0,0,2,0,0,0,3402.1998522125714,1,0,0,1,0,0,914.2701260051903,457.13506300259513,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_726,REO - R_726-WS-2,2003,42.715802,-123.16482,"oregon,jackson",OR,UPPER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,5000,OR,0,1,0,0,2,2,1,1,1,6804.399704425143,TRUE,2,1,0,0,2,0,0,0,3402.1998522125714,1,0,0,1,0,0,914.2701260051903,457.13506300259513,41029,41,0.01987286305005246,0.001974942911806456,0.004335616861075109,0.061284947231994076,0.10257359748194779,0.03323458618774301,0.17476701845337284,0.04665802629142751,0.03287971363327779,0.037169042769857434,0.018052212553230883,0.03099734617046226,0.03713818428686046,0.05236684564586805,0.007853483922730359,0.1554804665802629,0.026214281305931002,0.11119854347960255,0.04594828118249707
REO - R_727,REO - R_727-WS-1,2003,42.240526,-123.427726,"oregon,josephine",OR,UPPER DEER CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,110188,OR,1,1,1,1,1,1,1,1,1,149952.6389262395,TRUE,1,1,0,0,1,0,0,0,149952.6389262395,1,0,0,1,0,0,0,0,41033,41,0.020925574530887624,0,0,0.05945604048070841,0.15296226017288636,0.028726544381193337,0.21521189120809614,0.02725068522032469,0.01697238034998946,0.04069154543537845,0.02261227071473751,0.025932953826691967,0,0.04306346194391735,0.01359898798228969,0.16244992620704196,0.016181741513809824,0.10162344507695552,0.05234029095509171
REO - R_728,REO - R_728-WS-1,2003,42.58285,-123.469327,"oregon,josephine",OR,LOWER JUMPOFF JOE CREEK,JUMPOFF JOE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,110666,OR,1,1,1,1,1,1,1,1,1,150603.13953798256,TRUE,1,1,0,0,1,0,0,0,150603.13953798256,1,0,0,1,0,0,0,0,41033,41,0.020925574530887624,0,0,0.05945604048070841,0.15296226017288636,0.028726544381193337,0.21521189120809614,0.02725068522032469,0.01697238034998946,0.04069154543537845,0.02261227071473751,0.025932953826691967,0,0.04306346194391735,0.01359898798228969,0.16244992620704196,0.016181741513809824,0.10162344507695552,0.05234029095509171
REO - R_729,REO - R_729-WS-1,2003,42.183552,-123.524635,"oregon,josephine",OR,LOWER SUCKER CREEK,SUCKER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,91145,OR,1,1,1,1,1,1,1,1,1,124037.40221196592,TRUE,1,1,0,0,1,0,0,0,124037.40221196592,1,0,0,1,0,0,0,0,41033,41,0.020925574530887624,0,0,0.05945604048070841,0.15296226017288636,0.028726544381193337,0.21521189120809614,0.02725068522032469,0.01697238034998946,0.04069154543537845,0.02261227071473751,0.025932953826691967,0,0.04306346194391735,0.01359898798228969,0.16244992620704196,0.016181741513809824,0.10162344507695552,0.05234029095509171
REO - R_730,REO - R_730-WS-1,2003,42.492388,-123.518425,"oregon,josephine",OR,ROGUE RIVER-UPPER HELLGATE,ROGUE RIVER/HELLGATE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,57260,OR,1,1,1,1,1,1,1,1,1,77923.98541507674,TRUE,1,1,0,0,1,0,0,0,77923.98541507674,1,0,0,1,0,0,0,0,41033,41,0.020925574530887624,0,0,0.05945604048070841,0.15296226017288636,0.028726544381193337,0.21521189120809614,0.02725068522032469,0.01697238034998946,0.04069154543537845,0.02261227071473751,0.025932953826691967,0,0.04306346194391735,0.01359898798228969,0.16244992620704196,0.016181741513809824,0.10162344507695552,0.05234029095509171
REO - R_734,REO - R_734-WS-1,2003,42.897213,-123.039748,"oregon,douglas",OR,STOUTS CREEK,SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,151219,OR,1,1,1,1,1,1,1,1,1,205790.90378069313,TRUE,1,1,0,0,1,0,0,0,205790.90378069313,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_735,REO - R_735-WS-1,2003,43.073148,-123.602444,"oregon,douglas",OR,TENMILE CREEK,OLLALA CREEK/LOOKINGGLASS,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,256400,OR,1,1,1,1,1,1,1,1,1,348929.6168429213,TRUE,1,1,0,0,1,0,0,0,348929.6168429213,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_736,REO - R_736-WS-1,2003,43.424127,-122.777396,"oregon,douglas",OR,LOWER CANTON CREEK,CANTON CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,162000,OR,1,1,1,1,1,1,1,1,1,220462.55042337463,TRUE,1,1,0,0,1,0,0,0,220462.55042337463,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_737,REO - R_737-WS-1,2003,42.9117,-123.382828,"oregon,douglas",OR,LOWER COW CREEK,LOWER COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,208000,OR,1,1,1,1,1,1,1,1,1,283063.0277040859,TRUE,1,1,0,0,1,0,0,0,283063.0277040859,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_738,REO - R_738-WS-1,2003,43.448454,-123.631309,"oregon,douglas",OR,WOLF CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,88000,OR,1,1,1,1,1,1,1,1,1,119757.43479788251,TRUE,1,1,0,0,1,0,0,0,119757.43479788251,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
REO - R_74,REO - R_74-WS-1,2002,43.916079,-123.660641,"oregon,lane",OR,ESMOND CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,REO,fishpass_culvimp,118000,OR,1,1,1,1,2,2,1,1,1,163556.74548583908,TRUE,2,1,0,0,2,0,0,0,81778.37274291954,1,0,0,1,0,0,548.9234547231724,274.4617273615862,41039,41,0.014759483032168983,0.0015865801051430923,0.0013207207361731687,0.054929976072656796,0.15916400092621974,0.047237206589881904,0.16559608243355659,0.020891400735830123,0.0226323507971493,0.04623380187473736,0.020248192585096438,0.057700059175149865,0.015325506204814628,0.05360925533648363,0.011226126257471934,0.1484781695153641,0.014021937685994357,0.09974014390710359,0.0452990060290044
REO - R_74,REO - R_74-WS-2,2002,43.917375,-123.667236,"oregon,douglas",OR,ESMOND CREEK,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,REO,fishpass_culvimp,118000,OR,0,1,0,0,2,2,1,1,1,163556.74548583908,TRUE,2,1,0,0,2,0,0,0,81778.37274291954,1,0,0,1,0,0,548.9234547231724,274.4617273615862,41019,41,0.04332641428618497,0.002635827485091101,0.005897663997891338,0.043688840565384995,0.19505123389674145,0.04741194688807618,0.1588745016638661,0.027313762314256532,0.013508615861091892,0.023854238740074463,0.014398207637310138,0.028631676056802082,0.011993015057164508,0.04095416954960298,0.01459589469869197,0.16249876445586636,0.012289545649237257,0.12075384666073606,0.03232183453592962
REO - R_745,REO - R_745-WS-1,2003,43.1329,-123.150317,"oregon,douglas",OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,fishpass_culvimp,140000,OR,1,1,1,1,1,1,1,1,1,190523.191723904,TRUE,1,1,0,0,1,0,0,0,190523.191723904,1,0,0,1,0,0,0,0,41019,41,0.0388498894124435,0.002532294771933199,0.005353078821681572,0.04481200115395711,0.19941019969868898,0.03990768343109914,0.15713049331666507,0.03769593230118281,0.014039811520338494,0.023207359682020708,0.016636215020675065,0.03067602654101356,0,0.03708689938135077,0.013462832964708144,0.16825335769465014,0.012757636952271051,0.122319453793634,0.0358688335416867
